OBSID,target_comb_idx,target_text,ctx_-4_speaker,ctx_-4_text,ctx_-3_speaker,ctx_-3_text,ctx_-2_speaker,ctx_-2_text,ctx_-1_speaker,ctx_-1_text,ctx_0_speaker,ctx_0_text,ctx_1_speaker,ctx_1_text,ctx_2_speaker,ctx_2_text,R1: References prior student content,R2: Builds on student content,R3: Invites further student thinking,C1. No student content available (N/A)
2632,2632_90,"Student D, so remember number one should be – you should be able to use this paper for all six problems.  So number one I’d love to see up top somewhere so you have space to fit more work.",teacher,"Okay, do it.  Draw your number line. You can use your line paper if you want for number one.  So we’ve done it now twice this problem.  We’ve solved it twice.",student,Twice?,teacher,"Once yesterday, once today.",student,[Inaudible].  We solved it three times.  [Inaudible].,teacher,"Student D, so remember number one should be – you should be able to use this paper for all six problems.  So number one I’d love to see up top somewhere so you have space to fit more work.",student,That’s a number [inaudible].,teacher,"Perfect.  So the highest number, Student D?",0,0,0,0
4482,4482_212,Yes.  Did you list that?  Did you write down the numbers?,teacher,First you find a least common -,student,Denominator.,teacher,"- by multiplying three times five.  That part doesn’t make sense to me.  I was looking for more, something like, “You list the multiples of three.  You list the multiples of five, and see what they have in common.”  Yes?",student,[Inaudible] problem … the problem [inaudible].,teacher,Yes.  Did you list that?  Did you write down the numbers?,student,[Inaudible].,teacher,"I would start by listing the numbers, and then once we have a list of numbers, then we can start to pick them apart.",0,0,0,0
2596,2596_173,"All right, so don’t be confused because I put math language on these sheets.  All year long I’ve been saying when you explain a problem you must use math language.",teacher,What is the difference an answer to?,multiple students,Subtraction.,teacher,What is the product an answer to?,multiple students,Multiplication.,teacher,"All right, so don’t be confused because I put math language on these sheets.  All year long I’ve been saying when you explain a problem you must use math language.",,,,,0,0,0,0
459,459_483,"Acute, correct, and Student M, are any of these wider than the others on the side?",teacher,"No.  Do you think, Student T, these are skinny or wide angles in the corners?",student,Skinny.,teacher,So are they acute or isosceles?,student,Acute.,teacher,"Acute, correct, and Student M, are any of these wider than the others on the side?",student,No.,teacher,Do you think they're equal?,1,0,1,0
83,83_152,Did you try over here?,teacher,"Make sure you're counting them right.  Are you working together here?  Work with her.  Work together with her.  Okay, what do you need to know in order for you to find out how many cubes you need in this box?  The what?",student,The height.,teacher,"Okay.  What is it that you have here?  What is this?  This is one part, right?  How many do you have over here?",student,5.,teacher,Did you try over here?,student,I wanted to try it.,teacher,"Then what do you do next?  You said 5 over here, and now you have 4.  How come is that?  Here you said 5?  How many do you have over here on this end?  How many?  Can you count them?",0,0,1,0
4034,4034_88,"Okay, is there something that we didn’t do here that they did?",student,That’s easy.,teacher,"Okay, now let me show you this.",student,"[Whispering]. zero decimal six.  Well, first line up your base-ten blocks, so you have to plus four-tenths.  This is a tenth, and this is a [inaudible].  It represents one whole.  Yeah. And we’ve been making one of our [inaudible] zero point six.  But we can’t do that, because this is [inaudible] than zero point six.  We’ll have to trade it in for ten of these.",teacher,"Stay – ah.  Ah.  Ah.  Stay where you are.  Stay where you are. have to make sure that when you construct it, it is always a rectangle, and then you use all the base ten blocks.  Now we have our answer.  Well one of our [inaudible] is zero point six, right here.  The other [inaudible] is one, two, three, and four, so our answer would be two decimal four, divided by zero decimal six, equals four.",teacher,"Okay, is there something that we didn’t do here that they did?",student,We didn’t make them into rectangles.,teacher,"We didn’t make it a rectangle, so that means I have to go … now this probably is going to be a lot easier, okay?  So now we have four.  Questions about this?  Okay.",0,0,1,0
4266,4266_648,"Student J, you had a turn already.  Just relax a minute, okay?",teacher,Hard one.,student,"Teacher G, I can do it.",teacher,"Yes, I did say you could do it, but work it out first.  Look at this one.  Two-fifths, plus one-half, plus one-third.",student,Can I do the next one?,teacher,"Student J, you had a turn already.  Just relax a minute, okay?",student,[Inaudible] next one?,teacher,Maybe.  Student J’s doing this one.,0,0,0,1
4269,4269_19,Uh-huh.  Student J.,teacher,Student D.,student,Guess and check.,teacher,Guess and check.  Student A.,student,[Inaudible].,teacher,Uh-huh.  Student J.,student,[Inaudible].,teacher,Good.  Student G.,0,0,0,0
559,559_54,"Okay, so now just the girls say it.  I don’t wanna hear boys. Just the girls.  You ready ?  At the count of three; one, two, three. ignore.  Five or more, add one more.",teacher,"You could review your answers for each question.  Good job. Anybody have questions on what Student A did?  Do we explain – did we understand why she did what she did and how she did it and her reasoning?  Makes sense right?  Good job Student A.  All right, so let’s get down to it – to actual rounding.  Now we’re gonna learn the rounding poem. Are we excited?",student,Yes.,teacher,"Yay!  Okay, find your number, look right next door.  Four or less, just ignore.  Five or more, add one more.  Okay ready?  So we’re gonna repeat it together.  On a count of three; one, two, three.",multiple students,"Find your number, look right next door.  Four or less, just ignore.  Five or more, add one more.",teacher,"Okay, so now just the girls say it.  I don’t wanna hear boys. Just the girls.  You ready ?  At the count of three; one, two, three. ignore.  Five or more, add one more.",teacher,"Okay now the four boys representing for the group.  Just the boys.  You ready?  On the count of three; one, two, three. Five or more, add one more.",teacher,"Okay, girls, one, two, three.",0,0,0,1
2010,2010_42,"Check the red box for me.  I thought I stuck them back in one of these.  Yeah, I did.  Sorry partner friends.  I tried to hide them.  Here you go.  All right guys.  So I'm going to be sitting in this chair today instead of on the floor with you so that that video can see me, okay?  I know this feels a little bit different, but what I wanted to do first is talk to you about your test.  You saw your test yesterday, got a chance to look at the problems you missed.  Did anybody have any questions about that or how they did?",teacher,I passed them out to everyone yesterday.  I have some extra. Here you go.,student,Do we have to [inaudible]?,teacher,No.  Leave your directions for me for your independent work. I'm looking for them.  I put them in a safe place.  Did anybody watch me to see where I put the dice yesterday for the end of class?,student,I think you put them in the box.,teacher,"Check the red box for me.  I thought I stuck them back in one of these.  Yeah, I did.  Sorry partner friends.  I tried to hide them.  Here you go.  All right guys.  So I'm going to be sitting in this chair today instead of on the floor with you so that that video can see me, okay?  I know this feels a little bit different, but what I wanted to do first is talk to you about your test.  You saw your test yesterday, got a chance to look at the problems you missed.  Did anybody have any questions about that or how they did?",student,"On my test I messed up and did the opposite because with the beginning I did the right answer, but then I erased it and put the wrong answer.",teacher,For factors and multiples?  You did?  There were a couple people who got those switched up.  What's a good way we can always remember the difference between factors and multiples?,0,0,1,0
